WAT_Id;btxoms;btccod;btlcod;sgkcod;sgkoms;KROSPAR;OSPAR;OSPAR_EUC;Trofie;DiatomeeFlagellaat;DiatDinoOverig;Fylum;Klasse;GenusPlus;ID_old;GEEL;Ecologische informatie;Opmerkingen;btxoms1990;sgkcod1990;btxoms1993;sgkcod1993;btxoms1994;sgkcod1994;btxoms1999;sgkcod1999;btxoms2003;sgkcod2003;BIOVLME_;BIOMSA_;CHLFa_
253;Eucampia cornuta;5231607020;EUPICORN;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Eucampia;233;0;;verkeerde determinatie => E.zodiacus;Eucampia zodiacus;NVT;Eucampia zodiacus;NVT;Eucampia zodiacus;NVT;Eucampia zodiacus;NVT;Eucampia cornuta;NVT;1800;;50
252;Eucampia zodiacus;5231607010;EUPIZODI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Eucampia;234;1;;;Eucampia zodiacus;NVT;Eucampia zodiacus;NVT;Eucampia zodiacus;NVT;Eucampia zodiacus;NVT;Eucampia zodiacus;NVT;1800;;50
576;Euglena;6611204000;EUGLSPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Euglenophyceae;Euglena;235;0;kust en estuarien;In 1) incl Eutreptiella;Euglenophyceae;NVT;Euglenophyceae;NVT;Euglenophyceae;NVT;Euglenophyceae;NVT;Euglena;NVT;442;;50
700;Euglenaceae;6611200000;EUNAENAE;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Euglenophyceae;Euglenaceae;;0;;mjl: in 1990-93 en 2000-3 opgenomen onder Euglena, per 2004 Euglenaceae;Euglena;NVT;Euglena;NVT;Euglena;NVT;Euglena;NVT;Euglena;NVT;16362;;50
572;Euglenophyceae;6610000000;EUGLENOP;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Euglenophyceae;Euglenophyceae;236;0;kust en estuarien;In 1) geteld als Euglena;Euglenophyceae;NVT;Euglenophyceae;NVT;Euglenophyceae;NVT;Euglenophyceae;NVT;Euglenophyceae;NVT;8378;;50
260;Eunotogramma dubium;5231701010;EUTODUBI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Eunotogramma;237;0;kust en estuarien;;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Eunotogramma dubium;NVT;134;;50
261;Eunotogramma marinum;5231701020;EUTOMARI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Eunotogramma;238;0;kust en estuarien;In 1) geteld als pennales. Bovenstaande 2 taxa samenvoegen als E.dubium;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Eunotogramma marinum;NVT;134;;50
573;Eutreptiaceae;6611100000;EUTREPAE;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Euglenophyceae;Eutreptiaceae;239;0;kust en estuarien;"bovenstaande 3 taxa samenvoegen onder Eutreptiella; 24/11: samenvoegen met Euglenophyceae.";Euglenophyceae;NVT;Eutreptiella;NVT;Eutreptiella;NVT;Eutreptiella;NVT;Eutreptiaceae;NVT;2045;;50
574;Eutreptiella;6611103000;EUELSPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Euglenophyceae;Eutreptiella;240;0;kust en estuarien;"bovenstaande 3 taxa samenvoegen onder Eutreptiella; 24/11: samenvoegen met Euglenophyceae.";Euglenophyceae;NVT;Eutreptiella;NVT;Eutreptiella;NVT;Eutreptiella;NVT;Eutreptiella;NVT;2045;;50
575;Eutreptiella marina;6611103010;EUELMARI;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Euglenophyceae;Eutreptiella;241;0;kust en estuarien;"bovenstaande 3 taxa samenvoegen onder Eutreptiella; 24/11: samenvoegen met Euglenophyceae.";Euglenophyceae;NVT;Eutreptiella;NVT;Eutreptiella;NVT;Eutreptiella;NVT;Eutreptiella marina;NVT;2045;;50
587;Fibrocapsa japonica;6631105010;FIBRJAPO;NVT;Niet van toepassing;Raphidofyten;;Fibrocapsa japonica;fototroof;Flagellaten;Overig;Flag.v.onz.syst.plaats;Raphidophyceae;Fibrocapsa;242;0;kust en estuarien;in 1) geteld als bol indet;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Fibrocapsa japonica;NVT;Fibrocapsa japonica;NVT;Fibrocapsa japonica;NVT;3636;;50
271;Fragilaria;5232108000;FRLASPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Fragilaria;243;0;kust en estuarien;"Mogelijk inconsequent gebruik van deze categorie. Samennemen met pennales; 24/11: weglaten";weglaten;NVT;Pennales;NVT;Pennales;NVT;Pennales;NVT;Fragilaria;NVT;1571;;50
272;Fragilaria islandica;5232108130;FRLAISLA;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Fragilaria;244;0;off-shore;het gaat hier misschien om Fragilariopsis, maar indelen onder pennales;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Fragilaria islandica;NVT;360;;50
273;Fragilaria oblonga;5232108330;FRLAOBLO;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Fragilaria;245;0;;;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Fragilaria oblonga;NVT;32;;50
287;Fragilaria ulna;5232118190;FRLAULNA;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Fragilaria;246;0;zoetwatersoort;24/11: naar Pennales BLU4;Pennales;BLU4;Fragilaria;NVT;Fragilaria;NVT;Fragilaria;NVT;Fragilaria ulna;NVT;2700;;50
286;Fragilaria ulna var. acus;5232118010;FRLAULac;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Fragilaria;247;0;zoetwatersoort;24/11: naar Pennales BLU2;Centrales;BLU2;Fragilaria;NVT;Fragilaria;NVT;Fragilaria;NVT;Fragilaria ulna var. acus;NVT;1200;;50
538;Fragilidium subglobosum;5253502010;FRLISUGL;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Fragilidium;248;0;;"Onderscheid tussen deze soort en Alexandrium-soorten kan alleen met fluorescentie gemaakt worden. A.waarn. Uit 2a) en 3) dus onbetrouwbaar; 24/11: samenvoegen met Dinophyceae.";Dinophyceae;NVT;Fragilidium subglobosum;NVT;Fragilidium subglobosum;NVT;Peridiniaceae;DU030050;Fragilidium subglobosum;NVT;22449;;50
356;Fragillariopsis;5232610000;FRRISPEC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Fragillariopsis;249;0;off-shore;;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Fragillariopsis;NVT;240;;50
82;Gephyrocapsa oceanica;5211803010;GEPHOCEA;NVT;Niet van toepassing;;;;fototroof;Flagellaten;Overig;Chromophyta;Chrysophyceae;Gephyrocapsa;250;0;;"coccolithoforen kunnen niet betrouwbaar geteld worden in lugolmonsters, celresten geteld als Chrysomonadales; 24/11: weglaten? Misschein te veel invloed afzonderlijke telperioden.";weglaten;DU002010;Chrysomonadales;DU002010;Chrysomonadales;DU002010;Chrysomonadales;DU002010;Gephyrocapsa oceanica;NVT;4189;;50
450;Glenodinium danicum;5252702050;GLUMDANI;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Glenodinium;251;0;;24/11: naar Dinophyceae verhuizen.;Dinophyceae;DU010030;Peridiniaceae;DU010030;Peridiniaceae;DU010030;Peridiniaceae;DU010030;Glenodinium danicum;NVT;3054;;50
451;Glenodinium foliaceum;5252702080;GLUMFOLI;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Glenodinium;252;0;kust en estuarien;24/11: samenvoegen met Dinophyceae.;Dinophyceae;NVT;Glenodinium foliaceum;NVT;Glenodinium foliaceum;NVT;Peridiniaceae;DU030050;Glenodinium foliaceum;NVT;16755;;50
453;Glenodinium minimum;5252702120;GLUMMINI;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Glenodinium;253;0;;"ongeldige naam =>gymnodiniales; 24/11: beter is deze soort te verwijderen, 1x hoge waarde.";weglaten;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Glenodinium minimum;NVT;905;;50
540;Gloeodiniales;5254000000;GLOEODIN;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gloeodiniales;254;0;;;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Gloeodiniales;NVT;524;;50
49;Gloeotila;5116104000;GLTISPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chlorophyta;Chlorophyceae;Gloeotila;255;0;;24/11: weglaten, niet consequent geteld.;weglaten;NVT;Chlorophyceae;NVT;Ulothricaceae;NVT;Ulothricaceae;NVT;Gloeotila;NVT;48;;50
90;Goniochloris;5224102000;GOCHSPEC;NVT;Niet van toepassing;;;;fototroof;;Overig;Chromophyta;Xanthophyceae;Goniochloris;256;0;zoetwatersoort;24/11: weglaten, niet consequent geteld.;weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Goniochloris;NVT;134;;50
91;Goniochloris tripus;5224102050;GOCHTRIP;NVT;Niet van toepassing;;;;fototroof;;Overig;Chromophyta;Xanthophyceae;Goniochloris;257;0;zoetwatersoort;24/11: weglaten, niet consequent geteld.;weglaten;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Chlorophyceae;NVT;Goniochloris tripus;NVT;262;;50
502;Gonyaulax;5252801000;GOAUSPEC;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;258;0;;;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;6147;;50
507;Gonyaulax digitale;5252801060;GOAUDIGI;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;259;1;off-shore;24/11: samenvoegen met Gonyaulax.;Gonyaulax;NVT;Gonyaulax digitale;NVT;Gonyaulax digitale;NVT;Gonyaulax digitale;NVT;Gonyaulax digitale;NVT;14570;;50
503;Gonyaulax polyedra;5252801020;GOAUPOED;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;260;0;;;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax polyedra;NVT;28456;;50
508;Gonyaulax polygramma;5252801080;GOAUPOGR;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;261;0;;;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax polygramma;NVT;14570;;50
511;Gonyaulax rugosum;5252801120;GOAURUGO;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;262;0;kust en estuarien;;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax rugosum;NVT;1821;;50
509;Gonyaulax scrippsae;5252801090;GOAUSCRI;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;263;0;off-shore;;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax scrippsae;NVT;14570;;50
504;Gonyaulax spinifera;5252801030;GOAUSPIN;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;264;1;;24/11: samenvoegen met Gonyaulax.;Gonyaulax;NVT;Gonyaulax spinifera;NVT;Gonyaulax spinifera;NVT;Gonyaulax spinifera;NVT;Gonyaulax spinifera;NVT;6147;;50
506;Gonyaulax triacantha;5252801050;GOAUTRIA;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;265;0;off-shore;24/11: samenvoegen met Gonyaulax.;Gonyaulax;NVT;Gonyaulax triacantha;NVT;Gonyaulax triacantha;NVT;Gonyaulax triacantha;NVT;Gonyaulax triacantha;NVT;28456;;50
510;Gonyaulax verior;5252801110;GOAUVERI;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gonyaulax;266;0;off-shore;;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax;NVT;Gonyaulax verior;NVT;28456;;50
274;Grammatophora angulosa;5232110010;GRAMANGU;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Grammatophora;267;0;benthische soort;;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Grammatophora angulosa;NVT;4091;;50
275;Grammatophora marina;5232110020;GRAMMARI;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Grammatophora;268;0;benthische soort;;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Pennales;BLU1;Grammatophora marina;NVT;4091;;50
669;Guinardia flaccida;5231403010;GUINFLAC;CYSTE;Cyste;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Guinardia;269;1;;"; raar! Bestaat niet = 269; 24/11: verwijderen!";weglaten;NVT;Guinardia flaccida;NVT;Guinardia flaccida;NVT;Guinardia flaccida;NVT;Guinardia flaccida;NVT;31809;;50
167;Guinardia flaccida;5231403010;GUINFLAC;NVT;Niet van toepassing;;;;fototroof;Diatomeeen;Diatomeeen;Chromophyta;Bacillariophyceae;Guinardia;269;1;;;Guinardia flaccida;NVT;Guinardia flaccida;NVT;Guinardia flaccida;NVT;Guinardia flaccida;NVT;Guinardia flaccida;NVT;31809;;50
626;Gymnodiniaceae;5252100000;GYMNODAE;DU010030;Diameter > 10 um, Diameter < 30 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodiniaceae;271;0;;"; Mogelijk is de categorie <10 niet consequent gebruikt in 1-3: zie ook dinophycee, Gymnodinium. Ook is het goed mogelijk dat hij over het hoofd is gezien; 24/11: moet wel naar DU010030";Gymnodiniaceae;DU010030;Gymnodiniaceae;NVT;Gymnodiniaceae;NVT;Gymnodiniaceae;NVT;Gymnodiniaceae;DU010030;2651;;50
638;Gymnodiniaceae;5252100000;GYMNODAE;DU030050;Diameter > 30 um, Diameter < 50 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodiniaceae;272;0;;;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;33674;;50
616;Gymnodiniaceae;5252100000;GYMNODAE;DUG50;Diameter > 50 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodiniaceae;273;0;;;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;130671;;50
604;Gymnodiniaceae;5252100000;GYMNODAE;DUK10;Diameter < 10 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodiniaceae;270;0;;"In 1) geteld als Gymnodinium; Mogelijk is de categorie <10 niet consequent gebruikt in 1-3: zie ook dinophycee, Gymnodinium. Ook is het goed mogelijk dat hij over het hoofd is gezien; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gymnodinium;NVT;Gymnodiniaceae;NVT;Gymnodiniaceae;NVT;Gymnodiniaceae;DUK10;402;;50
686;Gymnodiniaceae;5252100000;GYMNODAE;DUK50;Diameter < 50 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodiniaceae;272;0;;"; = 272; 24/11: onwaarschijnlijk hoge waarde (1x) verwijderen?";weglaten;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;21206;;50
375;Gymnodiniaceae;5252100000;GYMNODAE;NVT;Niet van toepassing;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodiniaceae;271;0;;"; = 271";Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;2651;;50
627;Gymnodinium;5252102000;GYDISPEC;DU010030;Diameter > 10 um, Diameter < 30 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;271;0;;"; = 271";Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;2651;;50
639;Gymnodinium;5252102000;GYDISPEC;DU030050;Diameter > 30 um, Diameter < 50 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;272;0;;"; = 272";Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;33674;;50
382;Gymnodinium;5252102000;GYDISPEC;NVT;Niet van toepassing;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;274;0;;"In 4) doorgaans geteld als Gymnodiniaceae, incl. onderstaande soorten (behalve G.elongatum, G.lebouriae en G. simplex); DU010030 is meest voorkomende dimensiecode, daarom die.; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gymnodinium;NVT;Gymnodinium;NVT;Gymnodinium;NVT;Gymnodiniaceae;DU010030;1821;;50
393;Gymnodinium acuminatum;5252102250;GYDIACUM;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;275;0;;;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodinium acuminatum;NVT;14570;;50
383;Gymnodinium conicum;5252102050;GYDICONI;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;276;0;;;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodiniaceae;DU030050;Gymnodinium conicum;NVT;49173;;50
392;Gymnodinium elongatum;5252102200;GYDIELON;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;277;0;off-shore;;Ondetermineerbare alg;DU003010;Ondetermineerbare alg;DU003010;Gyrodinium;DU010030;Gymnodinium elongatum;NVT;Gymnodinium elongatum;NVT;101;;50
384;Gymnodinium filum;5252102060;GYDIFILU;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;278;0;;;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodinium filum;NVT;9679;;50
389;Gymnodinium gracile;5252102150;GYDIGRAC;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;279;0;;;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodinium gracile;NVT;49173;;50
385;Gymnodinium heterostriatum;5252102070;GYDIHETE;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;280;0;;;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodinium heterostriatum;NVT;6147;;50
386;Gymnodinium lebouriae;5252102080;GYDILEBO;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;281;0;off-shore;;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodiniaceae;DUG50;Gymnodinium lebouriae;NVT;116558;;50
387;Gymnodinium marinum;5252102100;GYDIMARI;NVT;Niet van toepassing;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;282;0;;In 1990, 2b) en 4) geteld als Gymnodiniaceae;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodinium marinum;NVT;1821;;50
391;Gymnodinium micrum;5252102190;GYDIMICR;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;283;0;;;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodiniaceae;DU010030;Gymnodinium micrum;NVT;228;;50
401;Gymnodinium mikimotoi;5252103130;GYDIMIKI;NVT;Niet van toepassing;Diversen;Karenia mikimotoi;Karenia mikimotoi;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;284;1;off-shore;;Gymnodinium mikimotoi;NVT;Gymnodinium mikimotoi;NVT;Gymnodinium mikimotoi;NVT;Gymnodinium mikimotoi;NVT;Gymnodinium mikimotoi;NVT;6147;;50
390;Gymnodinium sanguineum;5252102160;GYDISANG;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;285;0;;24/11: 1993 onwaarschijnlijk hoog, hele soort weglaten!;weglaten;NVT;Gyrodinium spirale;NVT;Gyrodinium spirale;NVT;Gyrodinium spirale;NVT;Gymnodinium sanguineum;NVT;49173;;50
388;Gymnodinium simplex;5252102120;GYDISIMP;NVT;Niet van toepassing;;;;fototroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gymnodinium;286;0;;Kleine maar goed herkenbare soort, kennelijk in 2a) en 3) niet geteld;Gymnodiniaceae;NVT;Gymnodiniaceae;DUK10;Gymnodinium simplex;NVT;Gymnodiniaceae;DUK10;Gymnodinium simplex;NVT;228;;50
628;Gyrodinium;5252103000;GYROSPEC;DU010030;Diameter > 10 um, Diameter < 30 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;288;0;;"; In ieder geval sinds 1999 wordt ipv de breedte, de lengte genomen!; De grootteklassen <10 en 10-30 zijn niet altijd consequent gebruikt, zie ook Gymnodiniaceae; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gyrodinium;DU010030;Gyrodinium;DU010030;Gyrodinium;DU010030;Gyrodinium;DU010030;5301;;50
640;Gyrodinium;5252103000;GYROSPEC;DU030050;Diameter > 30 um, Diameter < 50 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;289;0;;"; In ieder geval sinds 1999 wordt ipv de breedte, de lengte genomen!; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gyrodinium;DU030050;Gyrodinium;DU030050;Gyrodinium;DU030050;Gyrodinium;DU030050;67348;;50
617;Gyrodinium;5252103000;GYROSPEC;DUG50;Diameter > 50 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;290;0;;"; In ieder geval sinds 1999 wordt ipv de breedte, de lengte genomen!; 24/11: naar Gymnodiniaceae DUG50";Gymnodiniaceae;DUG50;Gyrodinium;DUG50;Gyrodinium;DUG50;Gyrodinium;DUG50;Gyrodinium;DUG50;42412;;50
605;Gyrodinium;5252103000;GYROSPEC;DUK10;Diameter < 10 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;287;0;;"; In ieder geval sinds 1999 wordt ipv de breedte, de lengte genomen!; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gyrodinium;DUK10;Gyrodinium;DUK10;Gyrodinium;DUK10;Gyrodinium;DUK10;804;;50
706;Gyrodinium;5252103000;GYROSPEC;LU010030;Lengte > 10 um, Lengte < 30 um;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;;;;"; In ieder geval sinds 1999 wordt ipv de breedte, de lengte genomen!; De grootteklassen <10 en 10-30 zijn niet altijd consequent gebruikt, zie ook Gymnodiniaceae; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gyrodinium;DU010030;Gyrodinium;DU010030;Gyrodinium;DU010030;Gyrodinium;DU010030;465;;50
702;Gyrodinium;5252103000;GYROSPEC;LU030050;Lengte > 30 um, Lengte < 50 um;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;;0;;mjl: in 1990-93 ook opgenomen onder Dinophyceae, in 1994-2004 ook onder Gymnodiniaceae;Dinophyceae;NVT;Dinophyceae;NVT;Gymnodiniaceae;LU030050;Gymnodiniaceae;LU030050;Gyrodinium;LU030050;2723;;50
709;Gyrodinium;5252103000;GYROSPEC;LUG50;Lengte > 50 um;;;;heterotroof;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;;;;"; In ieder geval sinds 1999 wordt ipv de breedte, de lengte genomen!; 24/11: naar Gymnodiniaceae DUG50";Gymnodiniaceae;DUG50;Gyrodinium;DUG50;Gyrodinium;DUG50;Gyrodinium;DUG50;Gyrodinium;DUG50;12566;;50
394;Gyrodinium;5252103000;GYROSPEC;NVT;Niet van toepassing;;;;beide, of onbekend;Flagellaten(dino);Dinoflagellaten;Chromophyta;Dinophyceae;Gyrodinium;289;0;;"; = 289; De grootteklassen <10 en 10-30 zijn niet altijd consequent gebruikt, zie ook Gymnodiniaceae; 24/11: naar Gymnodiniaceae NVT";Gymnodiniaceae;NVT;Gyrodinium;DU030050;Gyrodinium;DU030050;Gyrodinium;DU030050;Gyrodinium;DU030050;3723;;50
